bigram,n,star,pec
home inspection,149,5,0.004630636790253908
outstanding job,149,5,0.004630636790253908
rental property,149,5,0.004630636790253908
front desk,148,5,0.004599558690990459
air conditioner,147,5,0.00456848059172701
management company,144,5,0.004475246293936663
friendly professional,143,5,0.004444168194673213
3 days,142,5,0.004413090095409765
taking care,142,5,0.004413090095409765
amazing service,139,5,0.004319855797619418
front door,137,5,0.00425769959909252
professional service,136,5,0.00422662149982907
sq ft,136,5,0.00422662149982907
super helpful,135,5,0.004195543400565622
2 weeks,134,5,0.0041644653013021725
recently moved,133,5,0.004133387202038723
finished product,132,5,0.0041023091027752746
absolutely amazing,130,5,0.004040152904248376
professional friendly,127,5,0.003946918606458029
10 stars,126,5,0.00391584050719458
reasonable prices,125,5,0.003884762407931131
pure plumbing,124,5,0.0038536843086676817
water damage,124,5,0.0038536843086676817
extremely friendly,120,5,0.0037293719116138855
fast service,120,5,0.0037293719116138855
friendly service,120,5,0.0037293719116138855
absolutely recommend,119,5,0.0036982938123504366
door opener,117,5,0.0036361376138235387
customer service,387,2,0.10770943501252435
2 stars,130,2,0.03618146395769552
home depot,112,2,0.031171722794322294
office staff,83,2,0.023100473142220985
water heater,81,2,0.022543835235179516
phone call,62,2,0.017255775118285556
front desk,59,2,0.01642081825772335
phone calls,58,2,0.016142499304202616
home warranty,57,2,0.01586418035068188
30 minutes,56,2,0.015585861397161147
front door,56,2,0.015585861397161147
apartment complex,55,2,0.015307542443640411
hot water,53,2,0.014750904536598943
2 hours,52,2,0.014472585583078207
front office,51,2,0.014194266629557473
2 weeks,50,2,0.013915947676036738
multiple times,50,2,0.013915947676036738
2 months,49,2,0.013637628722516002
3 weeks,47,2,0.013080990815474534
6 months,47,2,0.013080990815474534
months ago,47,2,0.013080990815474534
1 2,45,2,0.012524352908433064
leasing office,43,2,0.011967715001391595
garage door,40,2,0.011132758140829391
las vegas,40,2,0.011132758140829391
2 days,39,2,0.010854439187308655
20 minutes,39,2,0.010854439187308655
5 stars,38,2,0.010576120233787921
credit card,38,2,0.010576120233787921
parking lot,38,2,0.010576120233787921
weeks ago,37,2,0.010297801280267187
management company,36,2,0.01001948232674645
property manager,35,2,0.009741163373225717
service call,35,2,0.009741163373225717
ac unit,33,2,0.009184525466184246
maintenance staff,33,2,0.009184525466184246
10 minutes,32,2,0.008906206512663512
5 star,31,2,0.008627887559142778
pest control,31,2,0.008627887559142778
warranty company,31,2,0.008627887559142778
1 star,30,2,0.008349568605622042
3 4,30,2,0.008349568605622042
3 days,30,2,0.008349568605622042
3 hours,30,2,0.008349568605622042
3 months,30,2,0.008349568605622042
security deposit,30,2,0.008349568605622042
3 times,29,2,0.008071249652101308
4 months,28,2,0.007792930698580574
carpet cleaning,26,2,0.007236292791539103
poor customer,26,2,0.007236292791539103
15 minutes,25,2,0.006957973838018369
4 days,25,2,0.006957973838018369
45 minutes,24,2,0.006679654884497634
