bigram,n,star,pec
write home,253,3,0.010256618153808732
onion rings,251,3,0.01017553816840313
fish tacos,250,3,0.010134998175700329
french fries,238,3,0.009648518263266712
pulled pork,238,3,0.009648518263266712
potato fries,227,3,0.009202578343535899
3 star,226,3,0.009162038350833096
3 5,225,3,0.009121498358130295
gluten free,224,3,0.009080958365427494
grilled cheese,214,3,0.008675558438399482
late night,212,3,0.008594478452993878
menu items,209,3,0.008472858474885474
prime rib,209,3,0.008472858474885474
chicken wings,208,3,0.008432318482182673
parking lot,207,3,0.008391778489479872
caesar salad,203,3,0.008229618518668666
dining experience,203,3,0.008229618518668666
bloody mary,201,3,0.008148538533263064
45 minutes,198,3,0.00802691855515466
friendly staff,193,3,0.007824218591640654
portion size,191,3,0.007743138606235051
3.5 stars,186,3,0.007540438642721044
pretty cool,186,3,0.007540438642721044
2 stars,182,3,0.007378278671909839
nice atmosphere,179,3,0.007256658693801435
4 5,178,3,0.007216118701098634
5 minutes,178,3,0.007216118701098634
5 star,173,3,0.0070134187375846275
fried rice,167,3,0.006770178781367819
nour server,167,3,0.006770178781367819
dance floor,166,3,0.006729638788665018
dive bar,162,3,0.006567478817853813
wait time,162,3,0.006567478817853813
hot sauce,160,3,0.00648639883244821
blue cheese,159,3,0.006445858839745409
goat cheese,159,3,0.006445858839745409
highly recommend,155,3,0.006283698868934204
star rating,154,3,0.006243158876231402
french toast,152,3,0.0061620788908258
outdoor seating,151,3,0.006121538898122998
deep fried,150,3,0.006080998905420197
pretty decent,149,3,0.006040458912717396
food quality,148,3,0.005999918920014595
2 hours,147,3,0.005959378927311793
cheese curds,147,3,0.005959378927311793
decent food,147,3,0.005959378927311793
short rib,147,3,0.005959378927311793
slow service,144,3,0.005837758949203389
date night,143,3,0.005797218956500588
bbq sauce,142,3,0.005756678963797787
restaurant week,139,3,0.005635058985689383
super friendly,138,3,0.0055945189929865816
minute wait,137,3,0.00555397900028378
carne asada,136,3,0.005513439007580979
short ribs,135,3,0.0054728990148781775
soft serve,133,3,0.0053918190294725745
craft beer,132,3,0.0053512790367697734
drink menu,132,3,0.0053512790367697734
brussel sprouts,131,3,0.005310739044066972
cooked perfectly,131,3,0.005310739044066972
front desk,131,3,0.005310739044066972
hour menu,130,3,0.0052701990513641704
food menu,129,3,0.005229659058661369
nthe menu,129,3,0.005229659058661369
multiple times,128,3,0.005189119065958568
drink specials,127,3,0.005148579073255766
pretty tasty,127,3,0.005148579073255766
buffalo chicken,126,3,0.005108039080552965
3 times,125,3,0.005067499087850164
grilled chicken,125,3,0.005067499087850164
bit pricey,124,3,0.005026959095147363
portion sizes,124,3,0.005026959095147363
happy hour,983,2,0.0506439979392066
10 minutes,698,2,0.03596084492529624
2 stars,683,2,0.03518804739824832
15 minutes,675,2,0.0347758887171561
customer service,675,2,0.0347758887171561
20 minutes,666,2,0.034312210200927354
30 minutes,476,2,0.02452344152498712
wait staff,426,2,0.02194744976816074
nthe food,388,2,0.019989696032972695
5 minutes,326,2,0.016795466254507986
friday night,313,2,0.016125708397733127
saturday night,301,2,0.015507470376094797
45 minutes,281,2,0.014477073673364245
beer selection,267,2,0.01375579598145286
las vegas,261,2,0.013446676970633694
fried chicken,246,2,0.01267387944358578
medium rare,243,2,0.012519319938176197
poor service,241,2,0.012416280267903142
slow service,239,2,0.012313240597630087
ice cream,229,2,0.011798042246264812
1 2,217,2,0.01117980422462648
