bigram,n,year,star,pec
10 minutes,15,2017,3,0.015228426395939087
30 minutes,15,2017,3,0.015228426395939087
customer service,15,2017,3,0.015228426395939087
cactus garden,14,2017,3,0.014213197969543147
tour guide,14,2017,3,0.014213197969543147
cheese curds,13,2017,3,0.013197969543147208
friday night,13,2017,3,0.013197969543147208
red rice,13,2017,3,0.013197969543147208
street performers,13,2017,3,0.013197969543147208
1 2,12,2017,3,0.012182741116751269
15 minutes,12,2017,3,0.012182741116751269
20 minutes,12,2017,3,0.012182741116751269
coca cola,12,2017,3,0.012182741116751269
nthe service,12,2017,3,0.012182741116751269
parking lot,12,2017,3,0.012182741116751269
pulled pork,12,2017,3,0.012182741116751269
sour cream,12,2017,3,0.012182741116751269
casa loma,11,2017,3,0.01116751269035533
le reve,11,2017,3,0.01116751269035533
noodle soup,11,2017,3,0.01116751269035533
onion rings,11,2017,3,0.01116751269035533
people watching,11,2017,3,0.01116751269035533
star rating,11,2017,3,0.01116751269035533
3 star,10,2017,3,0.01015228426395939
fried chicken,10,2017,3,0.01015228426395939
live music,10,2017,3,0.01015228426395939
pad thai,10,2017,3,0.01015228426395939
vegas strip,10,2017,3,0.01015228426395939
wait staff,10,2017,3,0.01015228426395939
3.5 stars,9,2017,3,0.009137055837563452
beer selection,9,2017,3,0.009137055837563452
food options,9,2017,3,0.009137055837563452
food trucks,9,2017,3,0.009137055837563452
hot chocolate,9,2017,3,0.009137055837563452
pretty cool,9,2017,3,0.009137055837563452
40 minutes,8,2017,3,0.008121827411167513
5 minutes,8,2017,3,0.008121827411167513
credit card,8,2017,3,0.008121827411167513
friendly staff,8,2017,3,0.008121827411167513
nthe food,8,2017,3,0.008121827411167513
story line,8,2017,3,0.008121827411167513
super friendly,8,2017,3,0.008121827411167513
weeks ago,8,2017,3,0.008121827411167513
2 stars,7,2017,3,0.007106598984771574
3 5,7,2017,3,0.007106598984771574
45 minutes,7,2017,3,0.007106598984771574
bring cash,7,2017,3,0.007106598984771574
cinnamon rolls,7,2017,3,0.007106598984771574
coffee shop,7,2017,3,0.007106598984771574
eiffel tower,7,2017,3,0.007106598984771574
fast food,7,2017,3,0.007106598984771574
food truck,7,2017,3,0.007106598984771574
menu items,7,2017,3,0.007106598984771574
mexican food,7,2017,3,0.007106598984771574
night tour,7,2017,3,0.007106598984771574
prime rib,7,2017,3,0.007106598984771574
saturday afternoon,7,2017,3,0.007106598984771574
saturday night,7,2017,3,0.007106598984771574
sweet potato,7,2017,3,0.007106598984771574
taking pictures,7,2017,3,0.007106598984771574
walking distance,7,2017,3,0.007106598984771574
wave pool,7,2017,3,0.007106598984771574
almond croissant,6,2017,3,0.006091370558375634
bad seat,6,2017,3,0.006091370558375634
carne asada,6,2017,3,0.006091370558375634
chicken sandwich,6,2017,3,0.006091370558375634
chopped salad,6,2017,3,0.006091370558375634
deep fried,6,2017,3,0.006091370558375634
finally arrived,6,2017,3,0.006091370558375634
french fries,6,2017,3,0.006091370558375634
golden nugget,6,2017,3,0.006091370558375634
grilled cheese,6,2017,3,0.006091370558375634
lunch hour,6,2017,3,0.006091370558375634
mac cheese,6,2017,3,0.006091370558375634
ni guess,6,2017,3,0.006091370558375634
poached eggs,6,2017,3,0.006091370558375634
portion size,6,2017,3,0.006091370558375634
pretty decent,6,2017,3,0.006091370558375634
pretty empty,6,2017,3,0.006091370558375634
swap meet,6,2017,3,0.006091370558375634
2 3,5,2017,3,0.005076142131979695
4 5,5,2017,3,0.005076142131979695
4 star,5,2017,3,0.005076142131979695
4 stars,5,2017,3,0.005076142131979695
backstreet boys,5,2017,3,0.005076142131979695
beef noodle,5,2017,3,0.005076142131979695
bit pricey,5,2017,3,0.005076142131979695
botanical garden,5,2017,3,0.005076142131979695
bowling alley,5,2017,3,0.005076142131979695
chicken kelaguen,5,2017,3,0.005076142131979695
fish tacos,5,2017,3,0.005076142131979695
las vegas,179,2015,4,0.057985098801425335
ice cream,124,2015,4,0.04016844833171364
hot chocolate,106,2015,4,0.03433754454162617
frozen hot,76,2015,4,0.024619371558147068
4 stars,74,2015,4,0.02397149335924846
happy hour,72,2015,4,0.023323615160349854
cirque du,70,2015,4,0.022675736961451247
5 stars,68,2015,4,0.02202785876255264
du soleil,67,2015,4,0.021703919663103338
parking lot,53,2015,4,0.017168772270813086
highly recommend,52,2015,4,0.016844833171363784
coca cola,51,2015,4,0.01652089407191448
nthe food,51,2015,4,0.01652089407191448
live music,49,2015,4,0.015873015873015872
friendly staff,46,2015,4,0.014901198574667962
noodle soup,46,2015,4,0.014901198574667962
beer selection,42,2015,4,0.013605442176870748
sweet potato,42,2015,4,0.013605442176870748
cheese curds,41,2015,4,0.013281503077421444
customer service,41,2015,4,0.013281503077421444
fremont street,39,2015,4,0.012633624878522837
chopped salad,38,2015,4,0.012309685779073534
gluten free,38,2015,4,0.012309685779073534
pulled pork,38,2015,4,0.012309685779073534
super friendly,36,2015,4,0.011661807580174927
french toast,33,2015,4,0.010689990281827016
pretty cool,33,2015,4,0.010689990281827016
deep fried,32,2015,4,0.010366051182377713
gift shop,31,2015,4,0.01004211208292841
short ribs,31,2015,4,0.01004211208292841
red rice,30,2015,4,0.009718172983479106
food truck,28,2015,4,0.009070294784580499
pleasantly surprised,28,2015,4,0.009070294784580499
food trucks,27,2015,4,0.008746355685131196
grilled cheese,27,2015,4,0.008746355685131196
1 2,26,2015,4,0.008422416585681892
coffee shop,26,2015,4,0.008422416585681892
street performers,25,2015,4,0.008098477486232589
15 minutes,24,2015,4,0.007774538386783284
family friendly,24,2015,4,0.007774538386783284
pad thai,24,2015,4,0.007774538386783284
board games,23,2015,4,0.007450599287333981
onion rings,23,2015,4,0.007450599287333981
outdoor seating,23,2015,4,0.007450599287333981
peanut butter,23,2015,4,0.007450599287333981
tour guide,23,2015,4,0.007450599287333981
blue cheese,22,2015,4,0.007126660187884677
fried rice,22,2015,4,0.007126660187884677
neon museum,22,2015,4,0.007126660187884677
ni love,22,2015,4,0.007126660187884677
people watching,22,2015,4,0.007126660187884677
wait staff,22,2015,4,0.007126660187884677
farmers market,21,2015,4,0.006802721088435374
friday night,21,2015,4,0.006802721088435374
liberty market,21,2015,4,0.006802721088435374
perfectly cooked,21,2015,4,0.006802721088435374
saturday night,21,2015,4,0.006802721088435374
20 minutes,20,2015,4,0.00647878198898607
beef noodle,20,2015,4,0.00647878198898607
chicken salad,20,2015,4,0.00647878198898607
eggs benedict,20,2015,4,0.00647878198898607
bit pricey,19,2015,4,0.006154842889536767
fried chicken,19,2015,4,0.006154842889536767
nthe service,19,2015,4,0.006154842889536767
potato fries,19,2015,4,0.006154842889536767
red rock,19,2015,4,0.006154842889536767
red velvet,19,2015,4,0.006154842889536767
10 minutes,18,2015,4,0.0058309037900874635
30 minutes,18,2015,4,0.0058309037900874635
5 star,18,2015,4,0.0058309037900874635
bbq sauce,18,2015,4,0.0058309037900874635
chicken sandwich,18,2015,4,0.0058309037900874635
container park,18,2015,4,0.0058309037900874635
eiffel tower,18,2015,4,0.0058309037900874635
fish tacos,18,2015,4,0.0058309037900874635
hot dog,18,2015,4,0.0058309037900874635
mac cheese,18,2015,4,0.0058309037900874635
menu items,18,2015,4,0.0058309037900874635
mongolian beef,18,2015,4,0.0058309037900874635
street experience,18,2015,4,0.0058309037900874635
food options,17,2015,4,0.00550696469063816
hip hop,17,2015,4,0.00550696469063816
neon signs,17,2015,4,0.00550696469063816
people watch,17,2015,4,0.00550696469063816
portion size,17,2015,4,0.00550696469063816
worth checking,17,2015,4,0.00550696469063816
1 star,16,2015,4,0.0051830255911888565
craft beer,16,2015,4,0.0051830255911888565
frrrozen hot,16,2015,4,0.0051830255911888565
hot sauce,16,2015,4,0.0051830255911888565
mexican food,16,2015,4,0.0051830255911888565
