bigram,n,star,pec
credit card,35,3,0.007284079084287201
2 days,33,3,0.006867845993756503
super friendly,33,3,0.006867845993756503
3 weeks,32,3,0.006659729448491155
bad experience,32,3,0.006659729448491155
gift card,32,3,0.006659729448491155
hot tub,32,3,0.006659729448491155
minute massage,32,3,0.006659729448491155
2 stars,31,3,0.0064516129032258064
polish change,31,3,0.0064516129032258064
regular polish,31,3,0.0064516129032258064
1 star,30,3,0.006243496357960458
2 3,30,3,0.006243496357960458
acrylic nails,30,3,0.006243496357960458
wait time,30,3,0.006243496357960458
body massage,29,3,0.0060353798126951096
hot stone,29,3,0.0060353798126951096
massage chairs,29,3,0.0060353798126951096
nice job,29,3,0.0060353798126951096
couples massage,28,3,0.005827263267429761
resort fee,28,3,0.005827263267429761
star rating,28,3,0.005827263267429761
1 hour,26,3,0.005411030176899064
10 15,26,3,0.005411030176899064
3 days,26,3,0.005411030176899064
dip powder,26,3,0.005411030176899064
gel pedicure,26,3,0.005411030176899064
nail bar,26,3,0.005411030176899064
nails looked,26,3,0.005411030176899064
parking lot,26,3,0.005411030176899064
regular pedicure,26,3,0.005411030176899064
star review,26,3,0.005411030176899064
90 minutes,25,3,0.005202913631633715
appointment time,25,3,0.005202913631633715
blow dry,25,3,0.005202913631633715
hand massage,25,3,0.005202913631633715
shellac manicure,25,3,0.005202913631633715
tissue massage,25,3,0.005202913631633715
5 days,24,3,0.004994797086368366
months ago,24,3,0.004994797086368366
entire time,23,3,0.004786680541103018
hour massage,23,3,0.004786680541103018
30 min,22,3,0.004578563995837669
4 stars,22,3,0.004578563995837669
deluxe pedicure,22,3,0.004578563995837669
hair salon,22,3,0.004578563995837669
nail color,22,3,0.004578563995837669
paint job,22,3,0.004578563995837669
3 hours,21,3,0.00437044745057232
days ago,21,3,0.00437044745057232
gift certificate,21,3,0.00437044745057232
hard time,21,3,0.00437044745057232
nail shop,21,3,0.00437044745057232
pedicure chairs,21,3,0.00437044745057232
red rock,21,3,0.00437044745057232
3 4,20,3,0.004162330905306972
4 5,20,3,0.004162330905306972
amazing job,20,3,0.004162330905306972
decent job,20,3,0.004162330905306972
hair stylist,20,3,0.004162330905306972
highly recommend,20,3,0.004162330905306972
customer service,405,2,0.07086614173228346
front desk,274,2,0.047944006999125106
gel manicure,205,2,0.03587051618547681
2 stars,183,2,0.032020997375328084
nail salon,175,2,0.03062117235345582
nail polish,161,2,0.02817147856517935
hair cut,158,2,0.02764654418197725
mani pedi,153,2,0.026771653543307086
gel polish,152,2,0.026596675415573052
nail tech,146,2,0.025546806649168852
10 minutes,131,2,0.022922134733158354
20 minutes,120,2,0.02099737532808399
15 minutes,103,2,0.018022747156605425
30 minutes,97,2,0.016972878390201226
5 minutes,87,2,0.015223097112860892
2 weeks,85,2,0.014873140857392825
gel nails,79,2,0.013823272090988626
2 days,76,2,0.013298337707786526
3 days,71,2,0.01242344706911636
gel mani,67,2,0.011723534558180227
3 times,66,2,0.011548556430446194
1 2,63,2,0.011023622047244094
2 hours,62,2,0.010848643919510062
foot massage,61,2,0.010673665791776027
3 weeks,60,2,0.010498687664041995
blow dry,59,2,0.010323709536307962
entire time,59,2,0.010323709536307962
top coat,59,2,0.010323709536307962
credit card,58,2,0.010148731408573928
5 stars,53,2,0.009273840769903762
deep tissue,51,2,0.008923884514435695
1 star,49,2,0.008573928258967628
45 minutes,49,2,0.008573928258967628
nail salons,48,2,0.008398950131233596
spray tan,48,2,0.008398950131233596
4 days,47,2,0.008223972003499563
nail techs,47,2,0.008223972003499563
walk ins,46,2,0.008048993875765529
multiple times,45,2,0.007874015748031496
5 star,44,2,0.007699037620297462
desk staff,44,2,0.007699037620297462
massage therapist,43,2,0.00752405949256343
bad experience,42,2,0.007349081364829396
weeks ago,41,2,0.007174103237095363
1 hour,40,2,0.00699912510936133
months ago,40,2,0.00699912510936133
40 minutes,38,2,0.006649168853893263
nail technician,38,2,0.006649168853893263
acrylic nails,37,2,0.00647419072615923
shellac manicure,36,2,0.006299212598425197
minute massage,35,2,0.006124234470691163
minutes late,35,2,0.006124234470691163
paint job,35,2,0.006124234470691163
polish change,34,2,0.0059492563429571306
yelp reviews,33,2,0.005774278215223097
2 star,32,2,0.0055993000874890635
2 3,31,2,0.005424321959755031
appointment time,30,2,0.005249343832020997
gift card,30,2,0.005249343832020997
las vegas,30,2,0.005249343832020997
24 hours,29,2,0.005074365704286964
days ago,29,2,0.005074365704286964
tissue massage,29,2,0.005074365704286964
gel manicures,28,2,0.004899387576552931
hand massage,28,2,0.004899387576552931
nails looked,28,2,0.004899387576552931
regular polish,28,2,0.004899387576552931
5 days,27,2,0.004724409448818898
feel bad,27,2,0.004724409448818898
wait time,27,2,0.004724409448818898
25 minutes,26,2,0.004549431321084864
extremely disappointed,26,2,0.004549431321084864
massage chair,26,2,0.004549431321084864
10 15,25,2,0.004374453193350831
15 mins,25,2,0.004374453193350831
called ahead,25,2,0.004374453193350831
couple days,25,2,0.004374453193350831
pretty disappointed,25,2,0.004374453193350831
resort fee,25,2,0.004374453193350831
super nice,25,2,0.004374453193350831
3 hours,24,2,0.004199475065616798
4 5,24,2,0.004199475065616798
body massage,24,2,0.004199475065616798
hair stylist,24,2,0.004199475065616798
hot water,24,2,0.004199475065616798
3 4,23,2,0.004024496937882764
3 months,23,2,0.004024496937882764
3 stars,23,2,0.004024496937882764
hair removal,23,2,0.004024496937882764
half hour,23,2,0.004024496937882764
regular pedicure,23,2,0.004024496937882764
star rating,23,2,0.004024496937882764
super friendly,23,2,0.004024496937882764
gel nail,22,2,0.003849518810148731
left feeling,22,2,0.003849518810148731
massage chairs,22,2,0.003849518810148731
massage envy,22,2,0.003849518810148731
star review,22,2,0.003849518810148731
30 min,21,2,0.003674540682414698
30 mins,21,2,0.003674540682414698
nail salon,315,4,0.04512247529007306
front desk,250,4,0.035811488325454804
customer service,245,4,0.035095258558945706
5 stars,238,4,0.034092536885832976
highly recommend,220,4,0.03151410972640023
gel manicure,189,4,0.027073485174043833
4 stars,186,4,0.026643747314138374
hair cut,180,4,0.02578427159432746
nail tech,161,4,0.023062598481592894
mani pedi,157,4,0.02248961466838562
las vegas,139,4,0.019911187508952873
friendly staff,132,4,0.018908465835840136
amazing job,116,4,0.01661653058301103
foot massage,113,4,0.016186792723105574
super friendly,110,4,0.015757054863200115
gel polish,109,4,0.015613808909898295
nail polish,103,4,0.01475433319008738
nail salons,96,4,0.013751611516974646
deep tissue,95,4,0.013608365563672826
hot stone,87,4,0.012462397937258273
30 minutes,83,4,0.011889414124050996
10 minutes,82,4,0.011746168170749176
gel mani,79,4,0.01131643031084372
walk ins,79,4,0.01131643031084372
15 minutes,76,4,0.01088669245093826
super nice,76,4,0.01088669245093826
pleasantly surprised,73,4,0.010456954591032804
massage chairs,69,4,0.009883970777825527
hot tub,66,4,0.009454232917920068
massage therapist,66,4,0.009454232917920068
2 weeks,64,4,0.00916774101131643
5 star,64,4,0.00916774101131643
body massage,64,4,0.00916774101131643
couples massage,60,4,0.008594757198109154
wait time,60,4,0.008594757198109154
gel nails,59,4,0.008451511244807334
hot stones,59,4,0.008451511244807334
3 weeks,58,4,0.008308265291505515
nice job,57,4,0.008165019338203695
20 minutes,56,4,0.008021773384901877
barber shop,56,4,0.008021773384901877
excellent job,55,4,0.007878527431600058
nail techs,53,4,0.007592035524996419
movie theater,49,4,0.007019051711789142
5 minutes,48,4,0.006875805758487323
feel comfortable,48,4,0.006875805758487323
nail technician,48,4,0.006875805758487323
blow dry,46,4,0.0065893138518836845
shellac manicure,46,4,0.0065893138518836845
wonderful job,46,4,0.0065893138518836845
bowling alley,45,4,0.006446067898581865
hair salon,45,4,0.006446067898581865
hair stylist,45,4,0.006446067898581865
nice touch,45,4,0.006446067898581865
acrylic nails,44,4,0.006302821945280046
massage chair,44,4,0.006302821945280046
parking lot,44,4,0.006302821945280046
4 5,43,4,0.006159575991978227
desk staff,43,4,0.006159575991978227
hand massage,43,4,0.006159575991978227
hot towel,43,4,0.006159575991978227
color selection,42,4,0.006016330038676407
4 star,41,4,0.005873084085374588
feel rushed,40,4,0.005729838132072769
stone massage,40,4,0.005729838132072769
bad experience,39,4,0.00558659217877095
credit card,39,4,0.00558659217877095
gel manicures,39,4,0.00558659217877095
minute massage,39,4,0.00558659217877095
regular polish,39,4,0.00558659217877095
bit pricey,38,4,0.00544334622546913
fantastic job,38,4,0.00544334622546913
nthe staff,38,4,0.00544334622546913
star rating,38,4,0.00544334622546913
super clean,38,4,0.00544334622546913
nail shop,37,4,0.0053001002721673116
regular pedicure,37,4,0.0053001002721673116
top notch,37,4,0.0053001002721673116
1 2,36,4,0.005156854318865492
hair color,36,4,0.005156854318865492
massage envy,36,4,0.005156854318865492
pedicure chairs,36,4,0.005156854318865492
spa pedicure,36,4,0.005156854318865492
2 hours,35,4,0.005013608365563673
foot spa,35,4,0.005013608365563673
reasonable price,35,4,0.005013608365563673
reasonable prices,35,4,0.005013608365563673
scalp massage,35,4,0.005013608365563673
tissue massage,35,4,0.005013608365563673
awesome job,34,4,0.004870362412261854
resort fee,34,4,0.004870362412261854
spray tan,34,4,0.004870362412261854
yelp reviews,34,4,0.004870362412261854
friendly service,33,4,0.004727116458960034
hour massage,33,4,0.004727116458960034
absolutely love,32,4,0.004583870505658215
couple times,32,4,0.004583870505658215
entire time,32,4,0.004583870505658215
nthe salon,32,4,0.004583870505658215
spa day,32,4,0.004583870505658215
customer service,288,4,0.042409070829038435
nail salon,278,4,0.0409365336474746
front desk,243,4,0.035782653512001175
4 stars,224,4,0.03298483286702989
5 stars,210,4,0.030923280812840525
gel manicure,204,4,0.030039758503902225
highly recommend,195,4,0.028714475040494774
hair cut,172,4,0.025327639522897953
nail tech,169,4,0.0248858783684288
las vegas,159,4,0.02341334118686497
mani pedi,149,4,0.021940804005301132
foot massage,123,4,0.018112207333235163
friendly staff,114,4,0.016786923869827712
amazing job,110,4,0.01619790899720218
super friendly,104,4,0.01531438668826388
nail polish,95,4,0.013989103224856428
walk ins,89,4,0.013105580915918126
5 star,88,4,0.012958327197761743
gel polish,88,4,0.012958327197761743
nail salons,88,4,0.012958327197761743
30 minutes,85,4,0.012516566043292593
super nice,84,4,0.01236931232513621
gel mani,81,4,0.01192755117066706
massage chairs,80,4,0.011780297452510675
nail techs,80,4,0.011780297452510675
deep tissue,79,4,0.011633043734354292
hot stone,77,4,0.011338536298041525
massage therapist,74,4,0.010896775143572375
wait time,74,4,0.010896775143572375
15 minutes,70,4,0.010307760270946842
5 minutes,69,4,0.010160506552790457
10 minutes,67,4,0.00986599911647769
excellent job,67,4,0.00986599911647769
nail technician,65,4,0.009571491680164924
hot tub,63,4,0.009276984243852157
couples massage,60,4,0.008835223089383008
hot stones,59,4,0.008687969371226623
20 minutes,57,4,0.008393461934913856
3 weeks,55,4,0.00809895449860109
4 star,55,4,0.00809895449860109
body massage,53,4,0.007804447062288323
2 weeks,49,4,0.007215432189662789
pleasantly surprised,49,4,0.007215432189662789
2 hours,48,4,0.007068178471506406
feel comfortable,48,4,0.007068178471506406
parking lot,47,4,0.006920924753350022
gel nails,46,4,0.006773671035193639
minute massage,46,4,0.006773671035193639
wonderful job,46,4,0.006773671035193639
nthe staff,44,4,0.0064791635988808716
stone massage,44,4,0.0064791635988808716
credit card,43,4,0.006331909880724488
nail bar,42,4,0.006184656162568105
fantastic job,41,4,0.006037402444411722
45 minutes,40,4,0.0058901487262553376
awesome job,40,4,0.0058901487262553376
color selection,40,4,0.0058901487262553376
desk staff,40,4,0.0058901487262553376
nice job,40,4,0.0058901487262553376
tissue massage,40,4,0.0058901487262553376
4 5,39,4,0.005742895008098954
appointment time,39,4,0.005742895008098954
bad experience,39,4,0.005742895008098954
super clean,39,4,0.005742895008098954
nail spa,38,4,0.005595641289942571
red rock,38,4,0.005595641289942571
top coat,38,4,0.005595641289942571
nail shop,37,4,0.005448387571786188
