bigram,n,star,pec
vet told,6,2,0.007398273736128237
wait time,6,2,0.007398273736128237
15 minute,5,2,0.006165228113440197
2 hour,5,2,0.006165228113440197
2 minutes,5,2,0.006165228113440197
2 weeks,5,2,0.006165228113440197
3 days,5,2,0.006165228113440197
4 times,5,2,0.006165228113440197
40 minutes,5,2,0.006165228113440197
5 stars,5,2,0.006165228113440197
annual check,5,2,0.006165228113440197
ball python,5,2,0.006165228113440197
check ups,5,2,0.006165228113440197
credit card,5,2,0.006165228113440197
days ago,5,2,0.006165228113440197
emergency vet,5,2,0.006165228113440197
front counter,5,2,0.006165228113440197
grooming salon,5,2,0.006165228113440197
kennel cough,5,2,0.006165228113440197
nails trimmed,5,2,0.006165228113440197
ni called,5,2,0.006165228113440197
normal vet,5,2,0.006165228113440197
office visit,5,2,0.006165228113440197
pet owner,5,2,0.006165228113440197
pet stores,5,2,0.006165228113440197
teeth cleaned,5,2,0.006165228113440197
treatment plan,5,2,0.006165228113440197
10 people,4,2,0.004932182490752158
12 hours,4,2,0.004932182490752158
2 hrs,4,2,0.004932182490752158
3rd eyelid,4,2,0.004932182490752158
4 days,4,2,0.004932182490752158
5 star,4,2,0.004932182490752158
adoption fee,4,2,0.004932182490752158
animal control,4,2,0.004932182490752158
customer service,267,1,0.0818516247700797
animal hospital,164,1,0.05027590435315757
front desk,155,1,0.04751686082158185
dog food,78,1,0.023911710606989576
phone call,60,1,0.018393623543838136
vet tech,54,1,0.01655426118945432
2 days,50,1,0.015328019619865114
1 2,49,1,0.015021459227467811
months ago,49,1,0.015021459227467811
2 weeks,48,1,0.014714898835070508
2 hours,47,1,0.014408338442673207
10 minutes,46,1,0.014101778050275904
credit card,44,1,0.0134886572654813
30 minutes,43,1,0.013182096873083998
20 minutes,42,1,0.012875536480686695
15 minutes,41,1,0.012568976088289392
pet store,40,1,0.012262415695892091
5 minutes,37,1,0.011342734518700184
pet club,36,1,0.011036174126302882
weeks ago,36,1,0.011036174126302882
wellness plan,36,1,0.011036174126302882
3 times,35,1,0.01072961373390558
regular vet,34,1,0.010423053341508276
cat food,33,1,0.010116492949110975
horrible experience,33,1,0.010116492949110975
nail trim,33,1,0.010116492949110975
pet smart,33,1,0.010116492949110975
phone calls,33,1,0.010116492949110975
1 star,32,1,0.009809932556713672
emergency vet,32,1,0.009809932556713672
extremely rude,32,1,0.009809932556713672
story short,32,1,0.009809932556713672
4 hours,30,1,0.009196811771919068
bad experience,30,1,0.009196811771919068
vet clinic,30,1,0.009196811771919068
3 days,29,1,0.008890251379521767
6 months,29,1,0.008890251379521767
kennel cough,29,1,0.008890251379521767
poor dog,28,1,0.008583690987124463
10 days,27,1,0.00827713059472716
24 hours,27,1,0.00827713059472716
animal clinic,27,1,0.00827713059472716
hair cut,27,1,0.00827713059472716
3 hours,26,1,0.00797057020232986
5 days,26,1,0.00797057020232986
multiple times,26,1,0.00797057020232986
pet hospital,25,1,0.007664009809932557
2 dogs,24,1,0.007357449417535254
humane society,24,1,0.007357449417535254
nmy dog,24,1,0.007357449417535254
teeth cleaning,24,1,0.007357449417535254
vet bill,24,1,0.007357449417535254
3 months,23,1,0.007050889025137952
4 days,23,1,0.007050889025137952
45 minutes,23,1,0.007050889025137952
5 stars,23,1,0.007050889025137952
day care,23,1,0.007050889025137952
highly recommend,23,1,0.007050889025137952
ni called,23,1,0.007050889025137952
pet owners,23,1,0.007050889025137952
puppy mills,23,1,0.007050889025137952
store credit,23,1,0.007050889025137952
vet bills,23,1,0.007050889025137952
blood test,22,1,0.00674432863274065
front office,22,1,0.00674432863274065
grooming salon,22,1,0.00674432863274065
las vegas,22,1,0.00674432863274065
poor customer,22,1,0.00674432863274065
5 hours,21,1,0.006437768240343348
ear infection,21,1,0.006437768240343348
red flag,21,1,0.006437768240343348
2 months,20,1,0.0061312078479460455
hard time,20,1,0.0061312078479460455
office visit,20,1,0.0061312078479460455
parking lot,20,1,0.0061312078479460455
bow wow,19,1,0.005824647455548743
camp bow,19,1,0.005824647455548743
couple days,19,1,0.005824647455548743
nope nope,19,1,0.005824647455548743
price match,19,1,0.005824647455548743
terrible customer,19,1,0.005824647455548743
worst customer,19,1,0.005824647455548743
worst experience,19,1,0.005824647455548743
6 hours,18,1,0.005518087063151441
days ago,18,1,0.005518087063151441
star review,18,1,0.005518087063151441
24 hour,17,1,0.005211526670754138
golden retriever,17,1,0.005211526670754138
pet owner,17,1,0.005211526670754138
store manager,17,1,0.005211526670754138
valley fever,17,1,0.005211526670754138
vet's office,17,1,0.005211526670754138
3 weeks,16,1,0.004904966278356836
6 days,16,1,0.004904966278356836
anal glands,16,1,0.004904966278356836
desk staff,16,1,0.004904966278356836
dog grooming,16,1,0.004904966278356836
dog owner,16,1,0.004904966278356836
extremely disappointed,16,1,0.004904966278356836
fur babies,16,1,0.004904966278356836
customer service,57,2,0.062023939064200215
front desk,55,2,0.05984766050054407
2 stars,33,2,0.035908596300326445
animal hospital,27,2,0.029379760609358
vet tech,22,2,0.023939064200217627
10 minutes,20,2,0.02176278563656148
30 minutes,16,2,0.017410228509249184
dog food,16,2,0.017410228509249184
nail trim,15,2,0.01632208922742111
15 minutes,14,2,0.015233949945593036
dog park,14,2,0.015233949945593036
office staff,14,2,0.015233949945593036
2 days,13,2,0.014145810663764961
2 hours,12,2,0.013057671381936888
3 times,12,2,0.013057671381936888
45 minutes,11,2,0.011969532100108813
day care,11,2,0.011969532100108813
desk staff,11,2,0.011969532100108813
phone call,11,2,0.011969532100108813
vet clinic,11,2,0.011969532100108813
2 weeks,10,2,0.01088139281828074
3 days,10,2,0.01088139281828074
animal clinic,10,2,0.01088139281828074
front office,10,2,0.01088139281828074
parking lot,10,2,0.01088139281828074
teeth cleaning,10,2,0.01088139281828074
couple days,9,2,0.009793253536452665
multiple times,9,2,0.009793253536452665
test results,9,2,0.009793253536452665
weeks ago,9,2,0.009793253536452665
2 minutes,8,2,0.008705114254624592
3 4,8,2,0.008705114254624592
5 minutes,8,2,0.008705114254624592
6 months,8,2,0.008705114254624592
bad experience,8,2,0.008705114254624592
blood test,8,2,0.008705114254624592
credit card,8,2,0.008705114254624592
fur babies,8,2,0.008705114254624592
kennel cough,8,2,0.008705114254624592
office manager,8,2,0.008705114254624592
price match,8,2,0.008705114254624592
walk ins,8,2,0.008705114254624592
1 2,7,2,0.007616974972796518
10 days,7,2,0.007616974972796518
20 minutes,7,2,0.007616974972796518
dog groomer,7,2,0.007616974972796518
dog home,7,2,0.007616974972796518
dr francher,7,2,0.007616974972796518
fur baby,7,2,0.007616974972796518
giving 2,7,2,0.007616974972796518
happy hour,7,2,0.007616974972796518
las vegas,7,2,0.007616974972796518
super nice,7,2,0.007616974972796518
vet office,7,2,0.007616974972796518
2 dogs,6,2,0.006528835690968444
2 times,6,2,0.006528835690968444
3 yr,6,2,0.006528835690968444
5 days,6,2,0.006528835690968444
dr harmon,6,2,0.006528835690968444
emergency care,6,2,0.006528835690968444
entire time,6,2,0.006528835690968444
fast forward,6,2,0.006528835690968444
loyal customer,6,2,0.006528835690968444
mesa northeast,6,2,0.006528835690968444
office visit,6,2,0.006528835690968444
people skills,6,2,0.006528835690968444
play time,6,2,0.006528835690968444
regular vet,6,2,0.006528835690968444
taking care,6,2,0.006528835690968444
teeth cleaned,6,2,0.006528835690968444
vet techs,6,2,0.006528835690968444
yr rabies,6,2,0.006528835690968444
4 hours,5,2,0.00544069640914037
4 months,5,2,0.00544069640914037
5 stars,5,2,0.00544069640914037
6 hours,5,2,0.00544069640914037
6 pm,5,2,0.00544069640914037
7 30,5,2,0.00544069640914037
animal control,5,2,0.00544069640914037
bedside manner,5,2,0.00544069640914037
boarding facility,5,2,0.00544069640914037
cricket card,5,2,0.00544069640914037
days ago,5,2,0.00544069640914037
debit card,5,2,0.00544069640914037
dental cleaning,5,2,0.00544069640914037
dog owner,5,2,0.00544069640914037
dog started,5,2,0.00544069640914037
dr reidy,5,2,0.00544069640914037
emergency services,5,2,0.00544069640914037
extra time,5,2,0.00544069640914037
feel bad,5,2,0.00544069640914037
feel comfortable,5,2,0.00544069640914037
flea tick,5,2,0.00544069640914037
grooming services,5,2,0.00544069640914037
lab mix,5,2,0.00544069640914037
month ago,5,2,0.00544069640914037
nails trimmed,5,2,0.00544069640914037
nice people,5,2,0.00544069640914037
pain meds,5,2,0.00544069640914037
pet club,5,2,0.00544069640914037
5 stars,41,4,0.04183673469387755
animal hospital,37,4,0.03775510204081633
4 stars,33,4,0.0336734693877551
customer service,32,4,0.0326530612244898
front desk,32,4,0.0326530612244898
pet store,27,4,0.027551020408163266
dog park,24,4,0.024489795918367346
highly recommend,24,4,0.024489795918367346
dog food,23,4,0.02346938775510204
friendly staff,18,4,0.018367346938775512
nthe staff,17,4,0.017346938775510204
day care,16,4,0.0163265306122449
regular vet,15,4,0.015306122448979591
super friendly,15,4,0.015306122448979591
desk staff,14,4,0.014285714285714285
humane society,14,4,0.014285714285714285
pet supplies,12,4,0.012244897959183673
super nice,12,4,0.012244897959183673
parking lot,11,4,0.011224489795918367
pet food,11,4,0.011224489795918367
dog wash,10,4,0.01020408163265306
las vegas,10,4,0.01020408163265306
15 minutes,9,4,0.009183673469387756
dog grooming,9,4,0.009183673469387756
feel comfortable,9,4,0.009183673469387756
hair cut,9,4,0.009183673469387756
huge selection,9,4,0.009183673469387756
nail trim,9,4,0.009183673469387756
nice people,9,4,0.009183673469387756
office staff,9,4,0.009183673469387756
pet stores,9,4,0.009183673469387756
vet tech,9,4,0.009183673469387756
2 dogs,8,4,0.00816326530612245
2 hours,8,4,0.00816326530612245
amazing job,8,4,0.00816326530612245
bow wow,8,4,0.00816326530612245
camp bow,8,4,0.00816326530612245
cat food,8,4,0.00816326530612245
day camp,8,4,0.00816326530612245
dog loves,8,4,0.00816326530612245
dog owner,8,4,0.00816326530612245
dog owners,8,4,0.00816326530612245
front office,8,4,0.00816326530612245
kennel cough,8,4,0.00816326530612245
love dogs,8,4,0.00816326530612245
nthe store,8,4,0.00816326530612245
petting zoo,8,4,0.00816326530612245
weeks ago,8,4,0.00816326530612245
wonderful job,8,4,0.00816326530612245
10 minutes,7,4,0.007142857142857143
5 minutes,7,4,0.007142857142857143
answer questions,7,4,0.007142857142857143
dog parks,7,4,0.007142857142857143
dog treats,7,4,0.007142857142857143
doggy day,7,4,0.007142857142857143
fur babies,7,4,0.007142857142857143
fur baby,7,4,0.007142857142857143
grooming services,7,4,0.007142857142857143
ice cream,7,4,0.007142857142857143
knowledgeable staff,7,4,0.007142857142857143
love animals,7,4,0.007142857142857143
pet smart,7,4,0.007142857142857143
pretty cool,7,4,0.007142857142857143
totally worth,7,4,0.007142857142857143
wait time,7,4,0.007142857142857143
5 star,6,4,0.006122448979591836
allergic reaction,6,4,0.006122448979591836
bad experience,6,4,0.006122448979591836
boarding facility,6,4,0.006122448979591836
doggie day,6,4,0.006122448979591836
emergency vet,6,4,0.006122448979591836
fresh water,6,4,0.006122448979591836
grooming salon,6,4,0.006122448979591836
grooming service,6,4,0.006122448979591836
pet care,6,4,0.006122448979591836
pet owners,6,4,0.006122448979591836
phone call,6,4,0.006122448979591836
salt water,6,4,0.006122448979591836
smelly dog,6,4,0.006122448979591836
spay neuter,6,4,0.006122448979591836
teeth cleaning,6,4,0.006122448979591836
vet visit,6,4,0.006122448979591836
vet's office,6,4,0.006122448979591836
water fish,6,4,0.006122448979591836
20 minutes,5,4,0.00510204081632653
24 7,5,4,0.00510204081632653
3 times,5,4,0.00510204081632653
30 minutes,5,4,0.00510204081632653
8 10,5,4,0.00510204081632653
absolutely love,5,4,0.00510204081632653
animal clinic,5,4,0.00510204081632653
beer selection,5,4,0.00510204081632653
boston terrier,5,4,0.00510204081632653
cage free,5,4,0.00510204081632653
couple weeks,5,4,0.00510204081632653
decent selection,5,4,0.00510204081632653
dog groomed,5,4,0.00510204081632653
dog trainer,5,4,0.00510204081632653
doggy daycare,5,4,0.00510204081632653
dogs cats,5,4,0.00510204081632653
front desk,44,4,0.04607329842931937
customer service,40,4,0.041884816753926704
5 stars,37,4,0.0387434554973822
animal hospital,37,4,0.0387434554973822
fur baby,28,4,0.02931937172774869
friendly staff,27,4,0.028272251308900525
dog park,25,4,0.02617801047120419
dog food,22,4,0.023036649214659685
4 stars,20,4,0.020942408376963352
pet store,19,4,0.019895287958115182
pet food,15,4,0.015706806282722512
fur babies,14,4,0.014659685863874346
highly recommend,14,4,0.014659685863874346
10 minutes,12,4,0.012565445026178011
5 star,12,4,0.012565445026178011
super friendly,12,4,0.012565445026178011
15 minutes,10,4,0.010471204188481676
hair cut,10,4,0.010471204188481676
months ago,10,4,0.010471204188481676
nail trim,10,4,0.010471204188481676
parking lot,10,4,0.010471204188481676
amazing job,9,4,0.009424083769633508
grooming service,9,4,0.009424083769633508
nthe staff,9,4,0.009424083769633508
office staff,9,4,0.009424083769633508
pet club,9,4,0.009424083769633508
pet stores,9,4,0.009424083769633508
princess baily,9,4,0.009424083769633508
taking care,9,4,0.009424083769633508
1 2,8,4,0.008376963350785341
2 hours,8,4,0.008376963350785341
3 months,8,4,0.008376963350785341
appointment time,8,4,0.008376963350785341
cat food,8,4,0.008376963350785341
clean facility,8,4,0.008376963350785341
day care,8,4,0.008376963350785341
dental cleaning,8,4,0.008376963350785341
doggie district,8,4,0.008376963350785341
front office,8,4,0.008376963350785341
pet supplies,8,4,0.008376963350785341
super nice,8,4,0.008376963350785341
teeth cleaning,8,4,0.008376963350785341
30 minutes,7,4,0.007329842931937173
7 days,7,4,0.007329842931937173
cat cafe,7,4,0.007329842931937173
colony cafe,7,4,0.007329842931937173
dog parks,7,4,0.007329842931937173
dog wash,7,4,0.007329842931937173
dr sultan,7,4,0.007329842931937173
feel comfortable,7,4,0.007329842931937173
las vegas,7,4,0.007329842931937173
nail trimming,7,4,0.007329842931937173
nails trimmed,7,4,0.007329842931937173
negative reviews,7,4,0.007329842931937173
nthe store,7,4,0.007329842931937173
pet care,7,4,0.007329842931937173
pet paradise,7,4,0.007329842931937173
phone call,7,4,0.007329842931937173
regular vet,7,4,0.007329842931937173
super helpful,7,4,0.007329842931937173
wait time,7,4,0.007329842931937173
1 star,6,4,0.0062827225130890054
20 minutes,6,4,0.0062827225130890054
4 5,6,4,0.0062827225130890054
5 days,6,4,0.0062827225130890054
car wash,6,4,0.0062827225130890054
convenient location,6,4,0.0062827225130890054
desk staff,6,4,0.0062827225130890054
dog training,6,4,0.0062827225130890054
dog treats,6,4,0.0062827225130890054
dogs hair,6,4,0.0062827225130890054
dr anderson,6,4,0.0062827225130890054
dr felchle,6,4,0.0062827225130890054
dr mike,6,4,0.0062827225130890054
dr polk,6,4,0.0062827225130890054
german shepherd,6,4,0.0062827225130890054
music factory,6,4,0.0062827225130890054
nice store,6,4,0.0062827225130890054
normal vet,6,4,0.0062827225130890054
pet owners,6,4,0.0062827225130890054
timely manner,6,4,0.0062827225130890054
vet clinic,6,4,0.0062827225130890054
vet tech,6,4,0.0062827225130890054
vet techs,6,4,0.0062827225130890054
2 3,5,4,0.005235602094240838
24 7,5,4,0.005235602094240838
24 hours,5,4,0.005235602094240838
3 4,5,4,0.005235602094240838
3 hours,5,4,0.005235602094240838
45 minutes,5,4,0.005235602094240838
6 months,5,4,0.005235602094240838
absolutely loved,5,4,0.005235602094240838
extremely helpful,5,4,0.005235602094240838
helpful staff,5,4,0.005235602094240838
highly recommended,5,4,0.005235602094240838
job grooming,5,4,0.005235602094240838
love dr,5,4,0.005235602094240838
multiple times,5,4,0.005235602094240838
ni love,5,4,0.005235602094240838
nice selection,5,4,0.005235602094240838
front desk,30,3,0.05514705882352941
customer service,22,3,0.04044117647058824
3 stars,17,3,0.03125
dog food,15,3,0.027573529411764705
regular vet,12,3,0.022058823529411766
vet tech,12,3,0.022058823529411766
5 stars,11,3,0.02022058823529412
dog park,10,3,0.01838235294117647
pet store,10,3,0.01838235294117647
bearded dragon,9,3,0.016544117647058824
dog owners,9,3,0.016544117647058824
cat cafe,8,3,0.014705882352941176
cat food,8,3,0.014705882352941176
parking lot,8,3,0.014705882352941176
teeth cleaning,8,3,0.014705882352941176
3 hours,7,3,0.012867647058823529
4 hours,7,3,0.012867647058823529
bonnie springs,7,3,0.012867647058823529
dr adams,7,3,0.012867647058823529
vet office,7,3,0.012867647058823529
1 pm,6,3,0.011029411764705883
2 dogs,6,3,0.011029411764705883
20 minutes,6,3,0.011029411764705883
40 minutes,6,3,0.011029411764705883
animal hospital,6,3,0.011029411764705883
blood tests,6,3,0.011029411764705883
las vegas,6,3,0.011029411764705883
normal vet,6,3,0.011029411764705883
office staff,6,3,0.011029411764705883
red rock,6,3,0.011029411764705883
30 minutes,5,3,0.009191176470588236
animal rescue,5,3,0.009191176470588236
desk staff,5,3,0.009191176470588236
dr monaco,5,3,0.009191176470588236
kennel cough,5,3,0.009191176470588236
pet care,5,3,0.009191176470588236
rock canyon,5,3,0.009191176470588236
wait time,5,3,0.009191176470588236
1 2,4,3,0.007352941176470588
1 star,4,3,0.007352941176470588
2 days,4,3,0.007352941176470588
2 hrs,4,3,0.007352941176470588
3 4,4,3,0.007352941176470588
45 minutes,4,3,0.007352941176470588
5 minutes,4,3,0.007352941176470588
anal glands,4,3,0.007352941176470588
basking lamp,4,3,0.007352941176470588
bow wow,4,3,0.007352941176470588
camp bow,4,3,0.007352941176470588
cat litter,4,3,0.007352941176470588
discharge instructions,4,3,0.007352941176470588
dog stop,4,3,0.007352941176470588
dog treats,4,3,0.007352941176470588
dr driggers,4,3,0.007352941176470588
dr fonza,4,3,0.007352941176470588
dr thomas,4,3,0.007352941176470588
free service,4,3,0.007352941176470588
front staff,4,3,0.007352941176470588
grooming services,4,3,0.007352941176470588
health insurance,4,3,0.007352941176470588
huge selection,4,3,0.007352941176470588
humane society,4,3,0.007352941176470588
office visit,4,3,0.007352941176470588
pet food,4,3,0.007352941176470588
pet friend,4,3,0.007352941176470588
pet stores,4,3,0.007352941176470588
petting zoo,4,3,0.007352941176470588
pit bull,4,3,0.007352941176470588
rabies shot,4,3,0.007352941176470588
rescue league,4,3,0.007352941176470588
vet techs,4,3,0.007352941176470588
veterinary care,4,3,0.007352941176470588
10 minutes,3,3,0.0055147058823529415
15 minutes,3,3,0.0055147058823529415
2 hours,3,3,0.0055147058823529415
2 stars,3,3,0.0055147058823529415
3 5,3,3,0.0055147058823529415
4 days,3,3,0.0055147058823529415
4 dogs,3,3,0.0055147058823529415
6 months,3,3,0.0055147058823529415
99 cents,3,3,0.0055147058823529415
accidents happen,3,3,0.0055147058823529415
aggressive dogs,3,3,0.0055147058823529415
animal lover,3,3,0.0055147058823529415
bad experiences,3,3,0.0055147058823529415
bearded dragons,3,3,0.0055147058823529415
betta fish,3,3,0.0055147058823529415
blue cross,3,3,0.0055147058823529415
car wash,3,3,0.0055147058823529415
cents store,3,3,0.0055147058823529415
coffee shop,3,3,0.0055147058823529415
desk workers,3,3,0.0055147058823529415
dog loves,3,3,0.0055147058823529415
dog owner,3,3,0.0055147058823529415
dog training,3,3,0.0055147058823529415
dog wash,3,3,0.0055147058823529415
dog's ear,3,3,0.0055147058823529415
door frame,3,3,0.0055147058823529415
dr mclaughlin,3,3,0.0055147058823529415
dr sechler,3,3,0.0055147058823529415
customer service,369,1,0.09505409582689335
animal hospital,207,1,0.05332302936630603
front desk,146,1,0.03760947964966512
vet tech,84,1,0.021638330757341576
dog food,66,1,0.017001545595054096
2 weeks,63,1,0.01622874806800618
2 hours,55,1,0.01416795466254508
15 minutes,54,1,0.013910355486862442
kennel cough,54,1,0.013910355486862442
10 minutes,52,1,0.013395157135497167
months ago,52,1,0.013395157135497167
multiple times,52,1,0.013395157135497167
emergency vet,51,1,0.01313755795981453
office manager,51,1,0.01313755795981453
phone call,51,1,0.01313755795981453
30 minutes,50,1,0.01287995878413189
2 days,48,1,0.012364760432766615
3 hours,48,1,0.012364760432766615
pet store,47,1,0.012107161257083977
1 2,45,1,0.011591962905718702
1 star,44,1,0.011334363730036065
pet smart,44,1,0.011334363730036065
3 times,41,1,0.01056156620298815
credit card,41,1,0.01056156620298815
extremely rude,40,1,0.010303967027305513
24 hours,39,1,0.010046367851622875
3 days,39,1,0.010046367851622875
20 minutes,38,1,0.009788768675940238
vet clinic,38,1,0.009788768675940238
45 minutes,37,1,0.0095311695002576
wellness plan,37,1,0.0095311695002576
5 minutes,36,1,0.00927357032457496
ear infection,36,1,0.00927357032457496
regular vet,36,1,0.00927357032457496
bad experience,35,1,0.009015971148892323
nmy dog,34,1,0.008758371973209686
weeks ago,34,1,0.008758371973209686
parking lot,33,1,0.008500772797527048
pet owners,33,1,0.008500772797527048
4 days,32,1,0.00824317362184441
animal foundation,32,1,0.00824317362184441
horrible customer,32,1,0.00824317362184441
poor dog,32,1,0.00824317362184441
worst experience,32,1,0.00824317362184441
0 stars,31,1,0.007985574446161773
4 hours,30,1,0.0077279752704791345
5 hours,30,1,0.0077279752704791345
animal clinic,30,1,0.0077279752704791345
couple days,30,1,0.0077279752704791345
las vegas,30,1,0.0077279752704791345
valley fever,30,1,0.0077279752704791345
fur baby,29,1,0.007470376094796497
hair cut,29,1,0.007470376094796497
horrible experience,29,1,0.007470376094796497
pet hospital,29,1,0.007470376094796497
fur babies,28,1,0.0072127769191138585
sick dog,28,1,0.0072127769191138585
vet bill,28,1,0.0072127769191138585
poor customer,27,1,0.006955177743431221
worst customer,27,1,0.006955177743431221
blood pressure,26,1,0.006697578567748583
blood test,26,1,0.006697578567748583
vet bills,26,1,0.006697578567748583
3 weeks,25,1,0.006439979392065945
nail trim,25,1,0.006439979392065945
nails trimmed,25,1,0.006439979392065945
office staff,25,1,0.006439979392065945
puppy mill,25,1,0.006439979392065945
terrible customer,25,1,0.006439979392065945
10 days,24,1,0.0061823802163833074
2 months,24,1,0.0061823802163833074
taking care,24,1,0.0061823802163833074
vet told,24,1,0.0061823802163833074
yelp reviews,24,1,0.0061823802163833074
2 3,23,1,0.00592478104070067
3 dogs,23,1,0.00592478104070067
4 times,23,1,0.00592478104070067
6 months,23,1,0.00592478104070067
ni called,23,1,0.00592478104070067
pet owner,23,1,0.00592478104070067
phone calls,23,1,0.00592478104070067
2 dogs,22,1,0.005667181865018032
alta vista,22,1,0.005667181865018032
entire time,22,1,0.005667181865018032
store manager,22,1,0.005667181865018032
5 days,21,1,0.005409582689335394
days ago,21,1,0.005409582689335394
grooming salon,21,1,0.005409582689335394
negative reviews,21,1,0.005409582689335394
veterinary clinic,21,1,0.005409582689335394
dog groomed,20,1,0.005151983513652756
extremely disappointed,20,1,0.005151983513652756
pet stores,20,1,0.005151983513652756
shih tzu,20,1,0.005151983513652756
vet office,20,1,0.005151983513652756
animal control,19,1,0.004894384337970119
business owner,19,1,0.004894384337970119
dog park,19,1,0.004894384337970119
dr suzanne,19,1,0.004894384337970119
office visit,19,1,0.004894384337970119
customer service,59,2,0.07632600258732213
front desk,42,2,0.054333764553686936
animal hospital,31,2,0.040103492884864166
2 stars,28,2,0.03622250970245795
pet store,15,2,0.019404915912031046
2 days,14,2,0.018111254851228976
dog food,14,2,0.018111254851228976
phone call,14,2,0.018111254851228976
feel comfortable,12,2,0.015523932729624839
vet tech,12,2,0.015523932729624839
bow wow,11,2,0.014230271668822769
camp bow,11,2,0.014230271668822769
eye drops,11,2,0.014230271668822769
months ago,11,2,0.014230271668822769
office staff,11,2,0.014230271668822769
day care,10,2,0.0129366106080207
1 star,9,2,0.01164294954721863
15 minutes,9,2,0.01164294954721863
20 minutes,9,2,0.01164294954721863
credit card,9,2,0.01164294954721863
nail trimming,9,2,0.01164294954721863
nails trimmed,9,2,0.01164294954721863
3 days,8,2,0.01034928848641656
3 times,8,2,0.01034928848641656
6 months,8,2,0.01034928848641656
ear mites,8,2,0.01034928848641656
hair cut,8,2,0.01034928848641656
hard time,8,2,0.01034928848641656
1 2,7,2,0.009055627425614488
10 minutes,7,2,0.009055627425614488
3 dogs,7,2,0.009055627425614488
30 minutes,7,2,0.009055627425614488
5 stars,7,2,0.009055627425614488
cat food,7,2,0.009055627425614488
front office,7,2,0.009055627425614488
nail trim,7,2,0.009055627425614488
pet stores,7,2,0.009055627425614488
2 dogs,6,2,0.007761966364812419
2 hours,6,2,0.007761966364812419
3 4,6,2,0.007761966364812419
5 minutes,6,2,0.007761966364812419
cherry eye,6,2,0.007761966364812419
desk staff,6,2,0.007761966364812419
fur baby,6,2,0.007761966364812419
kennel cough,6,2,0.007761966364812419
las vegas,6,2,0.007761966364812419
parking lot,6,2,0.007761966364812419
pet hospital,6,2,0.007761966364812419
phone calls,6,2,0.007761966364812419
super nice,6,2,0.007761966364812419
weeks ago,6,2,0.007761966364812419
yelp reviews,6,2,0.007761966364812419
3 hours,5,2,0.00646830530401035
4 times,5,2,0.00646830530401035
9 30,5,2,0.00646830530401035
alta vista,5,2,0.00646830530401035
bad day,5,2,0.00646830530401035
booster shot,5,2,0.00646830530401035
desk lady,5,2,0.00646830530401035
dogs ears,5,2,0.00646830530401035
humane society,5,2,0.00646830530401035
multiple times,5,2,0.00646830530401035
office manager,5,2,0.00646830530401035
personal information,5,2,0.00646830530401035
pet food,5,2,0.00646830530401035
shih tzu,5,2,0.00646830530401035
steroid eye,5,2,0.00646830530401035
story short,5,2,0.00646830530401035
teeth cleaning,5,2,0.00646830530401035
vet clinic,5,2,0.00646830530401035
wellness plan,5,2,0.00646830530401035
yellow lab,5,2,0.00646830530401035
2 weeks,4,2,0.00517464424320828
3 weeks,4,2,0.00517464424320828
30 days,4,2,0.00517464424320828
3rd visit,4,2,0.00517464424320828
4 00,4,2,0.00517464424320828
5 months,4,2,0.00517464424320828
bad experiences,4,2,0.00517464424320828
betta fish,4,2,0.00517464424320828
black haired,4,2,0.00517464424320828
business hours,4,2,0.00517464424320828
cat cafe,4,2,0.00517464424320828
cell phone,4,2,0.00517464424320828
couple times,4,2,0.00517464424320828
dane lab,4,2,0.00517464424320828
days ago,4,2,0.00517464424320828
dental cleaning,4,2,0.00517464424320828
dog looked,4,2,0.00517464424320828
dog park,4,2,0.00517464424320828
dog's hair,4,2,0.00517464424320828
doggie district,4,2,0.00517464424320828
dogs hair,4,2,0.00517464424320828
english bulldog,4,2,0.00517464424320828
extra star,4,2,0.00517464424320828
extremely rude,4,2,0.00517464424320828
finally found,4,2,0.00517464424320828
grooming department,4,2,0.00517464424320828
haired girl,4,2,0.00517464424320828
heart worm,4,2,0.00517464424320828
customer service,34,3,0.059233449477351915
3 stars,27,3,0.047038327526132406
front desk,20,3,0.03484320557491289
animal hospital,15,3,0.02613240418118467
dog park,15,3,0.02613240418118467
nail trim,12,3,0.020905923344947737
pet store,12,3,0.020905923344947737
vet tech,12,3,0.020905923344947737
5 stars,9,3,0.0156794425087108
wellness plan,9,3,0.0156794425087108
2 hours,8,3,0.013937282229965157
30 minutes,8,3,0.013937282229965157
10 minutes,7,3,0.012195121951219513
15 minutes,7,3,0.012195121951219513
5 minutes,7,3,0.012195121951219513
6 month,7,3,0.012195121951219513
claim form,7,3,0.012195121951219513
dog moses,7,3,0.012195121951219513
super nice,7,3,0.012195121951219513
3 hours,6,3,0.010452961672473868
4 hours,6,3,0.010452961672473868
5 star,6,3,0.010452961672473868
appointment time,6,3,0.010452961672473868
desk staff,6,3,0.010452961672473868
dog food,6,3,0.010452961672473868
elliot hospital,6,3,0.010452961672473868
grooming services,6,3,0.010452961672473868
hospital 2256,6,3,0.010452961672473868
kennel cough,6,3,0.010452961672473868
las vegas,6,3,0.010452961672473868
office visit,6,3,0.010452961672473868
single time,6,3,0.010452961672473868
tempe az,6,3,0.010452961672473868
weeks ago,6,3,0.010452961672473868
1 2,5,3,0.008710801393728223
2 weeks,5,3,0.008710801393728223
24 7,5,3,0.008710801393728223
