bigram,n,year,star,pec
live music,29,2018,4,0.005374351371386212
personal trainer,29,2018,4,0.005374351371386212
phoenix zoo,29,2018,4,0.005374351371386212
pretty decent,29,2018,4,0.005374351371386212
24 hour,28,2018,4,0.005189028910303929
half hour,28,2018,4,0.005189028910303929
hot summer,28,2018,4,0.005189028910303929
ice rink,28,2018,4,0.005189028910303929
ice skating,28,2018,4,0.005189028910303929
movie theater,28,2018,4,0.005189028910303929
walking distance,28,2018,4,0.005189028910303929
3 4,27,2018,4,0.005003706449221645
las vegas,244,2016,4,0.045633065270245
5 stars,166,2016,4,0.03104544604451094
front desk,165,2016,4,0.03085842528520666
highly recommend,150,2016,4,0.028053113895642415
4 stars,144,2016,4,0.02693098933981672
customer service,135,2016,4,0.025247802506078176
dog park,131,2016,4,0.024499719468861043
parking lot,126,2016,4,0.02356461567233963
bowling alley,103,2016,4,0.019263138208341125
friendly staff,93,2016,4,0.0173929306152983
birthday party,91,2016,4,0.01701888909668973
30 minutes,90,2016,4,0.01683186833738545
pretty cool,80,2016,4,0.014961660744342622
la fitness,76,2016,4,0.014213577707125492
2 hours,75,2016,4,0.014026556947821208
nthe staff,75,2016,4,0.014026556947821208
laser tag,73,2016,4,0.013652515429212643
free weights,72,2016,4,0.01346549466990836
mini golf,70,2016,4,0.013091453151299795
super friendly,70,2016,4,0.013091453151299795
1 2,68,2016,4,0.012717411632691229
5 star,66,2016,4,0.012343370114082663
ice cream,66,2016,4,0.012343370114082663
driving range,61,2016,4,0.01140826631756125
15 minutes,58,2016,4,0.010847204039648402
circus circus,57,2016,4,0.010660183280344118
gift shop,55,2016,4,0.010286141761735553
rock climbing,53,2016,4,0.009912100243126987
arcade games,49,2016,4,0.009164017205909855
lazy river,48,2016,4,0.008976996446605573
pretty nice,48,2016,4,0.008976996446605573
cardio machines,47,2016,4,0.00878997568730129
fun time,46,2016,4,0.008602954927997007
happy hour,46,2016,4,0.008602954927997007
super nice,46,2016,4,0.008602954927997007
water park,46,2016,4,0.008602954927997007
personal training,45,2016,4,0.008415934168692725
saturday night,45,2016,4,0.008415934168692725
planet fitness,44,2016,4,0.008228913409388442
red rock,44,2016,4,0.008228913409388442
spring training,43,2016,4,0.008041892650084159
family friendly,42,2016,4,0.007854871890779876
pleasantly surprised,42,2016,4,0.007854871890779876
splash pad,42,2016,4,0.007854871890779876
fun experience,41,2016,4,0.007667851131475594
top notch,41,2016,4,0.007667851131475594
zip line,41,2016,4,0.007667851131475594
amusement park,40,2016,4,0.007480830372171311
picnic tables,40,2016,4,0.007480830372171311
pool party,40,2016,4,0.007480830372171311
top golf,40,2016,4,0.007480830372171311
10 minutes,39,2016,4,0.007293809612867028
20 minutes,39,2016,4,0.007293809612867028
tennis courts,39,2016,4,0.007293809612867028
wave pool,39,2016,4,0.007293809612867028
45 minutes,38,2016,4,0.007106788853562746
basketball court,38,2016,4,0.007106788853562746
fitness classes,38,2016,4,0.007106788853562746
hot yoga,38,2016,4,0.007106788853562746
super fun,38,2016,4,0.007106788853562746
kid friendly,37,2016,4,0.006919768094258463
kids love,37,2016,4,0.006919768094258463
nice park,37,2016,4,0.006919768094258463
24 hour,36,2016,4,0.00673274733495418
day pass,36,2016,4,0.00673274733495418
live music,36,2016,4,0.00673274733495418
nthe food,36,2016,4,0.00673274733495418
birthday parties,35,2016,4,0.0065457265756498975
personal trainer,35,2016,4,0.0065457265756498975
phoenix zoo,35,2016,4,0.0065457265756498975
cardio equipment,34,2016,4,0.0063587058163456145
hot tub,34,2016,4,0.0063587058163456145
pro shop,34,2016,4,0.0063587058163456145
vegas strip,34,2016,4,0.0063587058163456145
4 star,33,2016,4,0.006171685057041331
board games,33,2016,4,0.006171685057041331
snack bar,33,2016,4,0.006171685057041331
video games,33,2016,4,0.006171685057041331
water fountain,33,2016,4,0.006171685057041331
yoga classes,33,2016,4,0.006171685057041331
4 5,32,2016,4,0.005984664297737049
kids loved,32,2016,4,0.005984664297737049
mgm grand,32,2016,4,0.005984664297737049
24 7,31,2016,4,0.005797643538432766
bit pricey,31,2016,4,0.005797643538432766
food options,31,2016,4,0.005797643538432766
ni love,31,2016,4,0.005797643538432766
free parking,30,2016,4,0.005610622779128483
peak hours,30,2016,4,0.005610622779128483
yoga studio,30,2016,4,0.005610622779128483
2 3,29,2016,4,0.005423602019824201
friday night,29,2016,4,0.005423602019824201
weight machines,29,2016,4,0.005423602019824201
3 times,28,2016,4,0.005236581260519918
months ago,28,2016,4,0.005236581260519918
5 minutes,27,2016,4,0.005049560501215635
basketball courts,27,2016,4,0.005049560501215635
ferris wheel,27,2016,4,0.005049560501215635
movie theater,27,2016,4,0.005049560501215635
walking distance,27,2016,4,0.005049560501215635
