bigram,n,star,pec
horrible service,7,1,0.0103397341211226
las vegas,7,1,0.0103397341211226
nour systems,7,1,0.0103397341211226
phone calls,7,1,0.0103397341211226
3 days,6,1,0.008862629246676515
called cox,6,1,0.008862629246676515
called customer,6,1,0.008862629246676515
channel 3,6,1,0.008862629246676515
eating disorder,6,1,0.008862629246676515
fake news,6,1,0.008862629246676515
fox 10,6,1,0.008862629246676515
poor customer,6,1,0.008862629246676515
post office,6,1,0.008862629246676515
terrible customer,6,1,0.008862629246676515
terrible service,6,1,0.008862629246676515
2 days,5,1,0.007385524372230428
century link,5,1,0.007385524372230428
international minute,5,1,0.007385524372230428
loyalty department,5,1,0.007385524372230428
minute press,5,1,0.007385524372230428
multiple times,5,1,0.007385524372230428
news reporter,5,1,0.007385524372230428
paper delivered,5,1,0.007385524372230428
paper delivery,5,1,0.007385524372230428
weeks ago,5,1,0.007385524372230428
worst company,5,1,0.007385524372230428
1 star,4,1,0.005908419497784343
10 days,4,1,0.005908419497784343
20 credit,4,1,0.005908419497784343
30 minutes,4,1,0.005908419497784343
4 days,4,1,0.005908419497784343
6 weeks,4,1,0.005908419497784343
auto pay,4,1,0.005908419497784343
az central,4,1,0.005908419497784343
bad experience,4,1,0.005908419497784343
bank account,4,1,0.005908419497784343
business days,4,1,0.005908419497784343
business owner,4,1,0.005908419497784343
cable box,4,1,0.005908419497784343
cargo door,4,1,0.005908419497784343
checking account,4,1,0.005908419497784343
collection agency,4,1,0.005908419497784343
croak croak,4,1,0.005908419497784343
direct tv,4,1,0.005908419497784343
horrible company,4,1,0.005908419497784343
horrible horrible,4,1,0.005908419497784343
negative reviews,4,1,0.005908419497784343
news source,4,1,0.005908419497784343
president trump,4,1,0.005908419497784343
promo code,4,1,0.005908419497784343
service representative,4,1,0.005908419497784343
social media,4,1,0.005908419497784343
trading company,4,1,0.005908419497784343
web site,4,1,0.005908419497784343
worst internet,4,1,0.005908419497784343
worst service,4,1,0.005908419497784343
1 2,3,1,0.004431314623338257
2 3,3,1,0.004431314623338257
2 boxes,3,1,0.004431314623338257
20 minutes,3,1,0.004431314623338257
24 hours,3,1,0.004431314623338257
26 week,3,1,0.004431314623338257
27 18,3,1,0.004431314623338257
3 4,3,1,0.004431314623338257
3 5,3,1,0.004431314623338257
3 hours,3,1,0.004431314623338257
3 months,3,1,0.004431314623338257
3 times,3,1,0.004431314623338257
30 days,3,1,0.004431314623338257
30 min,3,1,0.004431314623338257
3rd party,3,1,0.004431314623338257
45 minutes,3,1,0.004431314623338257
5 business,3,1,0.004431314623338257
customer service,7,2,0.056
delivery person,3,2,0.024
design program,3,2,0.024
ballroom jeans,2,2,0.016
cox cable,2,2,0.016
direct tv,2,2,0.016
exact size,2,2,0.016
foam core,2,2,0.016
internet bill,2,2,0.016
oldies station,2,2,0.016
paying customer,2,2,0.016
printing company,2,2,0.016
red line,2,2,0.016
redeliver called,2,2,0.016
slow slow,2,2,0.016
speed internet,2,2,0.016
talking heads,2,2,0.016
technical support,2,2,0.016
0 refused,1,2,0.008
1 2,1,2,0.008
1 cochran,1,2,0.008
10 11,1,2,0.008
100 miles,1,2,0.008
10gb blocks,1,2,0.008
11 16,1,2,0.008
11 days,1,2,0.008
15 days,1,2,0.008
15 minutes,1,2,0.008
1tb max,1,2,0.008
2 buffer,1,2,0.008
2 days,1,2,0.008
2 inch,1,2,0.008
2 inches,1,2,0.008
2 stars,1,2,0.008
3 00pm,1,2,0.008
3 31,1,2,0.008
3 days,1,2,0.008
3 months,1,2,0.008
3 pairs,1,2,0.008
45 minutes,1,2,0.008
50 cent,1,2,0.008
50 percent,1,2,0.008
52 weeks,1,2,0.008
6 8,1,2,0.008
6pm news,1,2,0.008
7 30am,1,2,0.008
8 minutes,1,2,0.008
8 specifically,1,2,0.008
92.7 fm,1,2,0.008
abc 15,1,2,0.008
absolutely lousy,1,2,0.008
adjustment buy,1,2,0.008
altogether listeners,1,2,0.008
amazon amazon,1,2,0.008
amazon regularly,1,2,0.008
approximately 8,1,2,0.008
articles verbiage,1,2,0.008
attract millennials,1,2,0.008
bad cox,1,2,0.008
based oil,1,2,0.008
beef taco,1,2,0.008
bill straightened,1,2,0.008
bland guacamole,1,2,0.008
bleakley wrote,1,2,0.008
blocks granted,1,2,0.008
blood boiling,1,2,0.008
blues program,1,2,0.008
body found,1,2,0.008
boiling reactions,1,2,0.008
bonneville international,1,2,0.008
bonus paper,1,2,0.008
bonus papers,1,2,0.008
bother terrible,1,2,0.008
bottom cuff,1,2,0.008
boy child,1,2,0.008
boy furniture,1,2,0.008
breakup started,1,2,0.008
broadband customer,1,2,0.008
broadband teet,1,2,0.008
broadcast injecting,1,2,0.008
broken mirror,1,2,0.008
businesses events,1,2,0.008
buy indigo,1,2,0.008
buying experience,1,2,0.008
cable freezes,1,2,0.008
cable internet,1,2,0.008
cable provider,1,2,0.008
call center,1,2,0.008
caption nnnnnnnnnnnnnn,1,2,0.008
car buying,1,2,0.008
caroline bleakley,1,2,0.008
cbs closed,1,2,0.008
cent charge,1,2,0.008
ceramic coating,1,2,0.008
ceramic pro,1,2,0.008
change stations,1,2,0.008
channel 5,1,2,0.008
channel 8,1,2,0.008
charge beware,1,2,0.008
chat session,1,2,0.008
las vegas,43,5,0.11528150134048257
customer service,25,5,0.06702412868632708
highly recommend,22,5,0.058981233243967826
vegas strip,11,5,0.029490616621983913
business cards,6,5,0.0160857908847185
ni love,6,5,0.0160857908847185
15 minutes,5,5,0.013404825737265416
mazda 3,5,5,0.013404825737265416
media design,5,5,0.013404825737265416
polaroid fotobar,5,5,0.013404825737265416
pretty cool,5,5,0.013404825737265416
radio station,5,5,0.013404825737265416
security system,5,5,0.013404825737265416
top notch,5,5,0.013404825737265416
clockwise tees,4,5,0.010723860589812333
cochran mazda,4,5,0.010723860589812333
excellent quality,4,5,0.010723860589812333
excellent service,4,5,0.010723860589812333
graphic novels,4,5,0.010723860589812333
local business,4,5,0.010723860589812333
north hills,4,5,0.010723860589812333
phone call,4,5,0.010723860589812333
polaroid museum,4,5,0.010723860589812333
social media,4,5,0.010723860589812333
von las,4,5,0.010723860589812333
2012 mazda,3,5,0.00804289544235925
buying experience,3,5,0.00804289544235925
car buying,3,5,0.00804289544235925
cox business,3,5,0.00804289544235925
dani misti,3,5,0.00804289544235925
dani's agency,3,5,0.00804289544235925
final product,3,5,0.00804289544235925
fremont east,3,5,0.00804289544235925
gecko wraps,3,5,0.00804289544235925
green frog,3,5,0.00804289544235925
ham radio,3,5,0.00804289544235925
internet radio,3,5,0.00804289544235925
le reve,3,5,0.00804289544235925
love vegas,3,5,0.00804289544235925
mazda north,3,5,0.00804289544235925
mid strip,3,5,0.00804289544235925
nthe staff,3,5,0.00804289544235925
pdq printing,3,5,0.00804289544235925
people watching,3,5,0.00804289544235925
polaroid camera,3,5,0.00804289544235925
polaroid cameras,3,5,0.00804289544235925
polaroid frame,3,5,0.00804289544235925
polaroid pictures,3,5,0.00804289544235925
public radio,3,5,0.00804289544235925
steve harvey,3,5,0.00804289544235925
turnaround time,3,5,0.00804289544235925
00 pm,2,5,0.005361930294906166
10 days,2,5,0.005361930294906166
2 hours,2,5,0.005361930294906166
2016 mazda,2,5,0.005361930294906166
3 days,2,5,0.005361930294906166
5 star,2,5,0.005361930294906166
50 channels,2,5,0.005361930294906166
7 yr,2,5,0.005361930294906166
abc sign,2,5,0.005361930294906166
actual design,2,5,0.005361930294906166
awesome job,2,5,0.005361930294906166
bright lights,2,5,0.005361930294906166
business trucks,2,5,0.005361930294906166
button ignition,2,5,0.005361930294906166
cable bill,2,5,0.005361930294906166
call sabrina,2,5,0.005361930294906166
cell phone,2,5,0.005361930294906166
channel 3,2,5,0.005361930294906166
chicken fajitas,2,5,0.005361930294906166
chili con,2,5,0.005361930294906166
christmas gifts,2,5,0.005361930294906166
cirque du,2,5,0.005361930294906166
competitive prices,2,5,0.005361930294906166
competitive pricing,2,5,0.005361930294906166
con queso,2,5,0.005361930294906166
cost effective,2,5,0.005361930294906166
courier graphics,2,5,0.005361930294906166
creative juices,2,5,0.005361930294906166
drunk people,2,5,0.005361930294906166
einfach nur,2,5,0.005361930294906166
excellent customer,2,5,0.005361930294906166
exceptional service,2,5,0.005361930294906166
